ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000564.SZ,19940110,5.8343,6.8261,5.8343,6.4177,1.4586,4.9591,339.9904,10948.0,12103.0
000564.SZ,19940111,6.4177,6.5344,5.8926,6.0385,6.4177,-0.3792,-5.9087,6304.0,6603.0
000564.SZ,19940112,5.8926,6.1844,5.8926,5.951,6.0385,-0.08750000000000036,-1.449,3056.0,3147.0
000564.SZ,19940113,5.8926,5.951,5.8343,5.951,5.951,0.0,0.0,3535.0,3565.0
000564.SZ,19940114,5.951,6.0093,5.7176,5.776,5.951,-0.17499999999999982,-2.9407,3115.0,3105.0
000564.SZ,19940117,5.776,5.776,5.4259,5.4259,5.776,-0.3500999999999994,-6.0613,3966.0,3731.0
000564.SZ,19940118,5.4259,5.7176,5.28,5.6009,5.4259,0.17499999999999982,3.2253,2787.0,2577.0
000564.SZ,19940119,5.5426,5.5718,5.3676,5.4259,5.6009,-0.17499999999999982,-3.1245,2348.0,2215.0
000564.SZ,19940120,5.2509,5.4842,5.2509,5.3676,5.4259,-0.05830000000000002,-1.0745,1019.0,939.0
000564.SZ,19940121,5.3384,5.4842,5.3384,5.3676,5.3676,0.0,0.0,642.0,594.0
000564.SZ,19940124,5.3676,5.4551,5.3092,5.3384,5.3676,-0.029200000000000337,-0.544,731.0,672.0
000564.SZ,19940125,5.2509,5.3384,5.1925,5.2217,5.3384,-0.1166999999999998,-2.186,721.0,649.0
000564.SZ,19940126,5.2217,5.2509,5.105,5.105,5.2217,-0.1166999999999998,-2.2349,771.0,679.0
000564.SZ,19940127,5.105,5.105,4.9008,5.105,5.105,0.0,0.0,1319.0,1129.0
000564.SZ,19940128,5.105,5.1634,4.7841,4.7841,5.105,-0.32090000000000085,-6.286,1179.0,994.0
000564.SZ,19940131,4.7258,4.7258,4.3174,4.3174,4.7841,-0.46669999999999945,-9.7552,2987.0,2281.0
000564.SZ,19940201,4.259,4.5508,4.2007,4.2299,4.3174,-0.08750000000000036,-2.0267,3199.0,2389.0
000564.SZ,19940202,4.2007,4.4341,4.2007,4.3757,4.2299,0.14580000000000037,3.4469,1568.0,1159.0
000564.SZ,19940203,4.4924,4.7841,4.4049,4.7841,4.3757,0.40839999999999943,9.3334,5104.0,4041.0
000564.SZ,19940204,4.8716,5.1925,4.8425,5.1925,4.7841,0.4084000000000003,8.5366,5233.0,4502.0
000564.SZ,19940214,5.3676,5.3676,4.6674,4.7258,5.1925,-0.46670000000000034,-8.988,2616.0,2242.0
000564.SZ,19940215,4.6383,4.8716,4.6091,4.7841,4.7258,0.05830000000000002,1.2337,1947.0,1576.0
000564.SZ,19940216,4.8425,4.9008,4.6674,4.6674,4.7841,-0.1166999999999998,-2.4393,1715.0,1401.0
000564.SZ,19940217,4.6674,4.6966,4.5508,4.6091,4.6674,-0.05830000000000002,-1.2491,822.0,651.0
000564.SZ,19940218,4.6091,4.7841,4.6091,4.7258,4.6091,0.1166999999999998,2.5319,1086.0,872.0
000564.SZ,19940221,4.7258,4.7258,4.5508,4.6091,4.7258,-0.1166999999999998,-2.4694,806.0,635.0
000564.SZ,19940222,4.8425,4.9592,4.7258,4.7841,4.6091,0.17499999999999982,3.7968,2606.0,2172.0
000564.SZ,19940223,4.8133,4.9008,4.6674,4.755,4.7841,-0.02909999999999968,-0.6083,921.0,749.0
000564.SZ,19940224,4.8425,4.9883,4.7258,4.9592,4.755,0.20420000000000016,4.2944,2544.0,2111.0
000564.SZ,19940225,4.9592,5.1925,4.9008,4.9883,4.9592,0.02909999999999968,0.5868,9109.0,7875.0
000564.SZ,19940228,4.9883,5.1342,4.8716,4.8716,4.9883,-0.1166999999999998,-2.3395,4066.0,3511.0
000564.SZ,19940301,4.8716,4.9883,4.7841,4.8133,4.8716,-0.05830000000000002,-1.1967,1556.0,1291.0
000564.SZ,19940302,4.8425,4.9592,4.6966,4.755,4.8133,-0.05830000000000002,-1.2112,3333.0,2732.0
000564.SZ,19940303,4.8425,4.8425,4.6966,4.755,4.755,0.0,0.0,1928.0,1572.0
000564.SZ,19940304,4.7258,4.755,4.6674,4.6966,4.755,-0.058399999999999785,-1.2282,2011.0,1616.0
000564.SZ,19940307,4.6674,4.9592,4.6674,4.755,4.6966,0.058399999999999785,1.2435,1176.0,946.0
000564.SZ,19940308,4.7841,4.7841,4.6091,4.6966,4.755,-0.058399999999999785,-1.2282,1550.0,1238.0
000564.SZ,19940309,4.6966,4.7258,4.6674,4.6966,4.6966,0.0,0.0,491.0,394.0
000564.SZ,19940310,4.6383,4.6674,4.5799,4.6091,4.6966,-0.08750000000000036,-1.863,881.0,698.0
000564.SZ,19940311,4.6091,4.8425,4.4924,4.6383,4.6091,0.029200000000000337,0.6335,823.0,649.0
000564.SZ,19940314,4.8133,4.9592,4.7258,4.8425,4.6383,0.20420000000000016,4.4025,2756.0,2278.0
000564.SZ,19940315,4.93,4.93,4.6674,4.6966,4.8425,-0.14590000000000014,-3.0129,1588.0,1298.0
000564.SZ,19940316,4.6674,4.7258,4.6383,4.6674,4.6966,-0.029200000000000337,-0.6217,960.0,767.0
