ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
838262.BJ,20230317,14.89,15.01,14.78,15.01,14.85,0.16000000000000014,1.0774,4370.67,6502.942
838262.BJ,20230316,14.87,15.02,14.7,14.85,14.87,-0.019999999999999574,-0.1345,3894.04,5775.632
838262.BJ,20230315,14.94,15.05,14.5,14.87,14.91,-0.040000000000000924,-0.2683,4214.94,6245.139
838262.BJ,20230314,14.92,14.98,14.66,14.91,14.92,-0.009999999999999787,-0.067,2965.89,4397.209
838262.BJ,20230313,14.85,14.99,14.66,14.92,14.84,0.08000000000000007,0.5391,1623.5,2415.393
838262.BJ,20230310,14.97,15.04,14.77,14.84,14.94,-0.09999999999999964,-0.6693,2354.04,3501.861
838262.BJ,20230309,15.04,15.13,14.76,14.94,14.99,-0.05000000000000071,-0.3336,4177.39,6220.387
838262.BJ,20230308,15.08,15.1,14.8,14.99,15.0,-0.009999999999999787,-0.0667,4253.78,6359.649
838262.BJ,20230307,14.98,15.16,14.8,15.0,14.98,0.019999999999999574,0.1335,4121.39,6169.792
838262.BJ,20230306,14.88,15.0,14.85,14.98,14.86,0.120000000000001,0.8075,4227.01,6308.177
838262.BJ,20230303,15.0,15.0,14.69,14.86,14.98,-0.120000000000001,-0.8011,2907.44,4313.564
838262.BJ,20230302,15.02,15.18,14.8,14.98,15.01,-0.02999999999999936,-0.1999,3485.83,5203.706
838262.BJ,20230301,15.06,15.28,14.81,15.01,15.05,-0.040000000000000924,-0.2658,1366.19,2051.136
838262.BJ,20230228,15.07,15.38,14.8,15.05,15.06,-0.009999999999999787,-0.0664,2415.36,3622.824
838262.BJ,20230227,15.1,15.23,14.95,15.06,15.08,-0.019999999999999574,-0.1326,2847.32,4285.788
838262.BJ,20230224,15.13,15.48,14.95,15.08,15.04,0.040000000000000924,0.266,3182.55,4813.779
838262.BJ,20230223,14.98,15.16,14.8,15.04,14.9,0.1399999999999988,0.9396,6835.28,10231.439
838262.BJ,20230222,14.77,15.05,14.77,14.9,14.75,0.15000000000000036,1.0169,3956.13,5896.413
838262.BJ,20230221,14.96,15.03,14.68,14.75,14.96,-0.21000000000000085,-1.4037,1841.29,2715.818
838262.BJ,20230220,14.75,15.09,14.51,14.96,14.56,0.40000000000000036,2.7473,7975.31,11943.113
838262.BJ,20230217,14.68,14.69,14.48,14.56,14.68,-0.11999999999999922,-0.8174,1371.04,1994.494
838262.BJ,20230216,14.71,14.71,14.5,14.68,14.7,-0.019999999999999574,-0.1361,1773.77,2591.549
838262.BJ,20230215,15.07,15.09,14.55,14.7,15.05,-0.3500000000000014,-2.3256,2217.01,3266.394
838262.BJ,20230214,14.69,15.05,14.05,15.05,14.66,0.39000000000000057,2.6603,3367.68,5024.738
838262.BJ,20230213,14.5,14.73,14.4,14.66,14.68,-0.019999999999999574,-0.1362,923.86,1350.176
