ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
836942.BJ,20230317,10.68,10.86,10.66,10.75,10.69,0.0600000000000005,0.5613,1160.42,1248.737
836942.BJ,20230316,10.76,10.83,10.69,10.69,10.82,-0.13000000000000078,-1.2015,842.5,903.407
836942.BJ,20230315,10.8,10.86,10.8,10.82,10.83,-0.009999999999999787,-0.0923,489.55,529.875
836942.BJ,20230314,10.85,10.89,10.77,10.83,10.85,-0.019999999999999574,-0.1843,776.58,841.666
836942.BJ,20230313,10.84,10.9,10.78,10.85,10.84,0.009999999999999787,0.0923,617.48,668.532
836942.BJ,20230310,10.9,10.9,10.83,10.84,10.87,-0.02999999999999936,-0.276,399.34,433.96
836942.BJ,20230309,10.96,10.96,10.87,10.87,10.87,0.0,0.0,299.59,326.99
836942.BJ,20230308,10.89,10.9,10.85,10.87,10.9,-0.030000000000001137,-0.2752,605.37,657.932
836942.BJ,20230307,11.01,11.01,10.86,10.9,10.93,-0.02999999999999936,-0.2745,603.9,658.893
836942.BJ,20230306,10.97,10.98,10.93,10.93,10.9,0.02999999999999936,0.2752,647.64,709.485
836942.BJ,20230303,10.91,10.95,10.9,10.9,10.91,-0.009999999999999787,-0.0917,397.48,433.698
836942.BJ,20230302,10.88,11.0,10.88,10.91,10.93,-0.019999999999999574,-0.183,514.15,562.395
836942.BJ,20230301,10.88,10.97,10.88,10.93,10.93,0.0,0.0,562.08,613.961
836942.BJ,20230228,10.92,10.93,10.89,10.93,10.95,-0.019999999999999574,-0.1826,502.59,548.316
836942.BJ,20230227,11.05,11.05,10.91,10.95,10.98,-0.030000000000001137,-0.2732,402.41,440.018
836942.BJ,20230224,11.0,11.01,10.96,10.98,11.02,-0.03999999999999915,-0.363,267.7,294.124
836942.BJ,20230223,10.98,11.1,10.98,11.02,11.05,-0.030000000000001137,-0.2715,461.81,509.904
836942.BJ,20230222,10.99,11.08,10.99,11.05,11.0,0.05000000000000071,0.4545,733.43,808.997
836942.BJ,20230221,11.0,11.08,10.96,11.0,11.07,-0.07000000000000028,-0.6323,617.71,679.828
836942.BJ,20230220,11.0,11.27,10.96,11.07,10.97,0.09999999999999964,0.9116,922.74,1018.709
836942.BJ,20230217,11.2,11.2,10.95,10.97,11.04,-0.06999999999999851,-0.6341,887.8,977.398
836942.BJ,20230216,11.16,11.21,10.96,11.04,11.14,-0.10000000000000142,-0.8977,1673.7,1865.519
836942.BJ,20230215,11.11,11.19,11.11,11.14,11.14,0.0,0.0,260.44,289.676
836942.BJ,20230214,11.15,11.17,11.08,11.14,11.16,-0.019999999999999574,-0.1792,661.74,736.74
836942.BJ,20230213,11.12,11.17,11.12,11.16,11.11,0.05000000000000071,0.45,1118.61,1246.858
836942.BJ,20230210,11.18,11.19,11.04,11.11,11.1,0.009999999999999787,0.0901,487.09,540.534
836942.BJ,20230209,11.16,11.18,11.0,11.1,11.03,0.07000000000000028,0.6346,880.93,976.162
836942.BJ,20230208,11.12,11.12,10.95,11.03,10.97,0.05999999999999872,0.5469,411.35,454.866
836942.BJ,20230207,10.9,11.13,10.9,10.97,10.9,0.07000000000000028,0.6422,594.21,653.564
836942.BJ,20230206,11.07,11.17,10.88,10.9,11.07,-0.16999999999999993,-1.5357,984.31,1086.072
836942.BJ,20230203,11.08,11.15,11.04,11.07,11.11,-0.03999999999999915,-0.36,685.3,758.13
836942.BJ,20230202,11.17,11.17,11.1,11.11,11.17,-0.0600000000000005,-0.5372,1093.36,1216.296
836942.BJ,20230201,11.2,11.25,11.03,11.17,11.19,-0.019999999999999574,-0.1787,3399.27,3782.685
836942.BJ,20230131,10.8,11.24,10.8,11.19,10.77,0.41999999999999993,3.8997,4647.48,5149.662
836942.BJ,20230130,10.8,10.83,10.76,10.77,10.75,0.019999999999999574,0.186,605.28,653.413
836942.BJ,20230120,10.7,10.76,10.7,10.75,10.68,0.07000000000000028,0.6554,869.23,933.382
836942.BJ,20230119,10.67,10.71,10.62,10.68,10.67,0.009999999999999787,0.0937,555.11,592.611
836942.BJ,20230118,10.73,10.73,10.61,10.67,10.64,0.02999999999999936,0.282,653.94,696.845
836942.BJ,20230117,10.62,10.7,10.62,10.64,10.62,0.02000000000000135,0.1883,249.08,265.104
836942.BJ,20230116,10.6,10.68,10.57,10.62,10.6,0.019999999999999574,0.1887,607.32,645.394
836942.BJ,20230113,10.63,10.63,10.56,10.6,10.58,0.019999999999999574,0.189,201.76,213.734
836942.BJ,20230112,10.67,10.67,10.55,10.58,10.59,-0.009999999999999787,-0.0944,495.07,522.698
836942.BJ,20230111,10.64,10.64,10.58,10.59,10.61,-0.019999999999999574,-0.1885,455.57,483.028
836942.BJ,20230110,10.7,10.7,10.6,10.61,10.66,-0.05000000000000071,-0.469,694.6,738.561
836942.BJ,20230109,10.6,10.76,10.6,10.66,10.67,-0.009999999999999787,-0.0937,628.24,669.102
836942.BJ,20230106,10.74,10.74,10.6,10.67,10.7,-0.02999999999999936,-0.2804,565.54,602.954
836942.BJ,20230105,10.82,10.82,10.6,10.7,10.79,-0.08999999999999986,-0.8341,2039.87,2172.982
836942.BJ,20230104,10.69,10.82,10.61,10.79,10.61,0.17999999999999972,1.6965,1133.43,1221.402
836942.BJ,20230103,10.7,10.7,10.54,10.61,10.59,0.019999999999999574,0.1889,499.64,529.654
836942.BJ,20221230,10.74,10.74,10.55,10.59,10.6,-0.009999999999999787,-0.0943,654.07,692.034
836942.BJ,20221229,10.67,10.77,10.59,10.6,10.67,-0.07000000000000028,-0.656,1070.69,1139.038
836942.BJ,20221228,10.71,10.71,10.66,10.67,10.72,-0.05000000000000071,-0.4664,547.78,584.743
836942.BJ,20221227,10.72,10.73,10.66,10.72,10.71,0.009999999999999787,0.0934,610.28,652.879
836942.BJ,20221226,10.78,10.81,10.65,10.71,10.79,-0.0799999999999983,-0.7414,1025.71,1097.246
836942.BJ,20221223,10.91,11.0,10.79,10.79,10.91,-0.120000000000001,-1.0999,1220.1,1320.591
836942.BJ,20221222,11.21,11.31,10.88,10.91,11.19,-0.27999999999999936,-2.5022,2222.49,2464.618
836942.BJ,20221221,11.33,11.33,11.17,11.19,11.34,-0.15000000000000036,-1.3228,943.07,1055.952
836942.BJ,20221220,11.35,11.35,11.18,11.34,11.25,0.08999999999999986,0.8,1522.14,1709.723
836942.BJ,20221219,11.69,11.69,11.25,11.25,11.54,-0.28999999999999915,-2.513,2320.64,2636.74
