ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600765.SH,19961106,4.8565,5.1936,4.6834,5.1936,2.6424,2.5512,96.5486,115320.0,123373.0
600765.SH,19961107,5.1025,5.6173,5.0797,5.4442,5.1936,0.2506000000000004,4.8252,70463.0,82974.398
600765.SH,19961108,5.4442,5.4442,5.0569,5.1025,5.4442,-0.34170000000000034,-6.2764,29031.0,33303.644
600765.SH,19961111,5.1025,5.4442,4.8793,5.4214,5.1025,0.3189000000000002,6.2499,19294.0,21795.461
600765.SH,19961112,5.3986,5.7403,5.3075,5.3667,5.4214,-0.054700000000000415,-1.009,22054.0,26754.493
600765.SH,19961113,5.3759,5.4624,5.2711,5.4123,5.3667,0.04560000000000031,0.8497,9600.0,11261.504
600765.SH,19961114,5.467,5.6036,5.3759,5.3759,5.4123,-0.03640000000000043,-0.6725,15727.0,18807.284
600765.SH,19961115,5.3303,5.5581,5.2847,5.4624,5.3759,0.08650000000000002,1.609,16545.0,19875.762
600765.SH,19961118,5.467,6.1276,5.467,6.1048,5.4624,0.6424000000000003,11.7604,23439.0,30361.292
600765.SH,19961119,6.082,6.1503,5.836,5.8679,6.1048,-0.23690000000000033,-3.8806,17625.0,23136.016
600765.SH,19961120,5.8314,6.287,5.7859,6.0592,5.8679,0.19130000000000003,3.2601,13088.0,17287.939
600765.SH,19961121,6.1412,6.1412,5.6036,5.6948,6.0592,-0.36439999999999984,-6.014,12693.0,16359.138
600765.SH,19961122,5.5581,5.8679,5.3986,5.8679,5.6948,0.1730999999999998,3.0396,10004.0,12272.052
600765.SH,19961125,5.8178,6.0547,5.5626,5.9544,5.8679,0.08650000000000002,1.4741,10415.0,13544.729
600765.SH,19961126,6.1367,6.1367,5.877,6.0547,5.9544,0.10030000000000072,1.6845,8886.0,11622.899
600765.SH,19961127,6.1002,6.287,5.9636,6.1731,6.0547,0.1183999999999994,1.9555,6648.0,8918.365
600765.SH,19961128,6.0592,6.779,6.0592,6.5376,6.1731,0.3645000000000005,5.9047,34887.0,49913.662
600765.SH,19961129,6.5877,7.2665,6.5877,7.2392,6.5376,0.7016,10.7318,18475.0,28407.36
600765.SH,19961202,7.4624,8.2916,7.3121,8.2916,7.2392,1.0524000000000004,14.5375,17409.0,29464.169
600765.SH,19961203,8.3371,8.3827,7.7449,7.7449,8.2916,-0.5467000000000004,-6.5934,9608.0,16909.337
600765.SH,19961204,7.7449,8.3781,7.7449,8.246,7.7449,0.5011000000000001,6.4701,11433.0,20415.406
600765.SH,19961205,8.2005,8.4647,8.0638,8.4647,8.246,0.21870000000000012,2.6522,11585.0,21047.858
600765.SH,19961206,8.4282,8.8793,8.2005,8.8793,8.4647,0.4146000000000001,4.898,12420.0,23615.345
600765.SH,19961209,9.1116,9.4214,8.9294,9.4214,8.8793,0.5420999999999996,6.1052,22062.0,44622.616
600765.SH,19961210,9.385,9.385,8.9066,9.1572,9.4214,-0.26420000000000066,-2.8043,10224.0,20449.472
