ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600585.SH,20230317,29.65,29.84,29.26,29.39,29.41,-0.019999999999999574,-0.068,228939.09,676998.695
600585.SH,20230316,29.43,29.77,29.28,29.41,29.63,-0.21999999999999886,-0.7425,143543.28,423059.139
600585.SH,20230315,29.18,29.78,29.14,29.63,29.06,0.5700000000000003,1.9615,184096.72,543008.539
600585.SH,20230314,29.3,29.54,29.0,29.06,29.24,-0.17999999999999972,-0.6156,147247.15,430404.355
600585.SH,20230313,29.1,29.5,28.93,29.24,29.19,0.04999999999999716,0.1713,190053.67,554285.979
600585.SH,20230310,29.58,29.59,29.07,29.19,29.69,-0.5,-1.6841,204898.02,599209.079
600585.SH,20230309,30.2,30.24,29.6,29.69,30.2,-0.509999999999998,-1.6887,173310.32,515710.763
600585.SH,20230308,30.3,30.31,29.9,30.2,30.36,-0.16000000000000014,-0.527,153480.85,461086.058
600585.SH,20230307,30.88,31.16,30.29,30.36,30.93,-0.5700000000000003,-1.8429,235800.48,724514.534
600585.SH,20230306,31.72,31.72,30.7,30.93,31.72,-0.7899999999999991,-2.4905,298509.28,924689.438
600585.SH,20230303,31.69,31.79,31.3,31.72,31.64,0.0799999999999983,0.2528,154544.79,488491.632
600585.SH,20230302,31.05,31.93,30.93,31.64,31.24,0.40000000000000213,1.2804,244873.35,775066.839
600585.SH,20230301,30.95,31.55,30.95,31.24,30.68,0.5599999999999987,1.8253,261374.96,816313.362
600585.SH,20230228,30.72,30.93,30.21,30.68,30.7,-0.019999999999999574,-0.0651,213479.16,651511.117
600585.SH,20230227,30.95,31.27,30.53,30.7,31.09,-0.39000000000000057,-1.2544,172225.62,529741.339
600585.SH,20230224,31.68,31.68,30.8,31.09,31.76,-0.6700000000000017,-2.1096,263836.86,820373.957
600585.SH,20230223,31.54,31.84,31.48,31.76,31.54,0.22000000000000242,0.6975,190616.63,603170.919
600585.SH,20230222,31.82,31.94,31.38,31.54,31.95,-0.41000000000000014,-1.2833,182989.97,578783.457
600585.SH,20230221,31.77,32.3,31.51,31.95,31.76,0.18999999999999773,0.5982,364272.14,1162334.572
600585.SH,20230220,30.2,31.79,30.17,31.76,30.06,1.7000000000000028,5.6554,590514.8,1850813.723
600585.SH,20230217,30.13,30.79,30.05,30.06,30.12,-0.060000000000002274,-0.1992,221470.77,672517.974
600585.SH,20230216,30.11,30.85,29.85,30.12,29.99,0.13000000000000256,0.4335,359196.97,1092863.101
600585.SH,20230215,29.98,30.5,29.96,29.99,29.96,0.029999999999997584,0.1001,287490.17,868374.988
600585.SH,20230214,29.96,30.15,29.65,29.96,30.02,-0.05999999999999872,-0.1999,224399.11,671191.439
600585.SH,20230213,28.9,30.17,28.73,30.02,28.9,1.120000000000001,3.8754,514567.56,1531478.944
600585.SH,20230210,28.59,29.04,28.57,28.9,28.69,0.2099999999999973,0.732,151174.78,436591.051
600585.SH,20230209,28.58,28.75,28.52,28.69,28.59,0.10000000000000142,0.3498,140012.51,400817.725
600585.SH,20230208,28.88,28.99,28.53,28.59,28.87,-0.28000000000000114,-0.9699,135695.72,389266.339
600585.SH,20230207,28.64,29.28,28.63,28.87,28.64,0.23000000000000043,0.8031,164949.28,477561.81
600585.SH,20230206,28.8,28.93,28.46,28.64,29.07,-0.4299999999999997,-1.4792,154560.41,442792.641
600585.SH,20230203,29.41,29.45,28.85,29.07,29.6,-0.5300000000000011,-1.7905,214050.33,621407.21
600585.SH,20230202,29.45,29.79,29.26,29.6,29.52,0.08000000000000185,0.271,219582.79,648861.818
600585.SH,20230201,29.45,29.54,29.05,29.52,29.42,0.09999999999999787,0.3399,214895.6,630073.573
600585.SH,20230131,28.97,29.66,28.91,29.42,29.13,0.2900000000000027,0.9955,188673.7,553811.006
600585.SH,20230130,30.09,30.09,29.06,29.13,29.48,-0.3500000000000014,-1.1872,276402.49,813152.222
600585.SH,20230120,29.07,29.49,28.96,29.48,29.06,0.4200000000000017,1.4453,163922.66,480421.149
600585.SH,20230119,29.0,29.08,28.76,29.06,29.03,0.029999999999997584,0.1033,177665.03,514249.253
600585.SH,20230118,29.18,29.29,28.8,29.03,29.19,-0.16000000000000014,-0.5481,152553.02,442198.394
600585.SH,20230117,29.33,29.48,28.95,29.19,29.32,-0.129999999999999,-0.4434,134391.63,392041.385
600585.SH,20230116,28.84,29.64,28.77,29.32,28.92,0.3999999999999986,1.3831,253244.08,742197.224
600585.SH,20230113,28.06,29.0,28.06,28.92,28.05,0.870000000000001,3.1016,253941.06,729133.992
600585.SH,20230112,28.41,28.48,27.91,28.05,28.55,-0.5,-1.7513,162459.25,456426.822
600585.SH,20230111,28.44,28.72,28.35,28.55,28.35,0.1999999999999993,0.7055,111809.36,319664.957
600585.SH,20230110,28.44,28.66,28.22,28.35,28.44,-0.08999999999999986,-0.3165,99468.87,282908.193
600585.SH,20230109,28.66,28.85,28.36,28.44,28.58,-0.13999999999999702,-0.4899,139997.66,399504.748
600585.SH,20230106,28.5,28.76,28.31,28.58,28.38,0.1999999999999993,0.7047,139094.71,397286.891
600585.SH,20230105,28.28,28.54,28.15,28.38,28.14,0.23999999999999844,0.8529,137992.67,390753.355
600585.SH,20230104,27.72,28.61,27.62,28.14,27.71,0.4299999999999997,1.5518,193688.71,546995.154
600585.SH,20230103,27.39,27.77,27.08,27.71,27.38,0.33000000000000185,1.2053,110875.79,305531.991
600585.SH,20221230,27.5,27.75,27.34,27.38,27.38,0.0,0.0,139294.53,382714.745
600585.SH,20221229,27.83,27.83,27.25,27.38,27.92,-0.5400000000000027,-1.9341,146595.41,401639.955
600585.SH,20221228,28.15,28.16,27.8,27.92,28.15,-0.22999999999999687,-0.8171,156444.05,436288.139
600585.SH,20221227,28.11,28.45,28.07,28.15,28.0,0.14999999999999858,0.5357,132412.72,373863.025
600585.SH,20221226,28.29,28.58,27.81,28.0,28.3,-0.3000000000000007,-1.0601,162599.34,454885.413
600585.SH,20221223,28.26,28.74,28.02,28.3,28.44,-0.14000000000000057,-0.4923,96364.82,273737.205
600585.SH,20221222,28.38,29.17,28.32,28.44,28.22,0.22000000000000242,0.7796,162948.96,468639.997
600585.SH,20221221,28.1,28.53,28.1,28.22,28.12,0.09999999999999787,0.3556,101854.86,287935.675
600585.SH,20221220,28.51,28.56,28.0,28.12,28.68,-0.5599999999999987,-1.9526,154938.51,437263.053
600585.SH,20221219,29.65,30.0,28.5,28.68,29.64,-0.9600000000000009,-3.2389,232639.46,674637.627
600585.SH,20221216,28.65,30.0,28.63,29.64,28.8,0.8399999999999999,2.9167,320414.68,945645.109
600585.SH,20221215,29.65,29.78,28.71,28.8,29.7,-0.8999999999999986,-3.0303,247625.91,717944.786
600585.SH,20221214,29.7,29.78,29.25,29.7,29.7,0.0,0.0,203785.06,601865.826
600585.SH,20221213,29.39,29.78,29.22,29.7,29.54,0.16000000000000014,0.5416,162329.01,479627.194
600585.SH,20221212,30.06,30.45,29.49,29.54,30.25,-0.7100000000000009,-2.3471,285719.06,853606.551
600585.SH,20221209,29.0,30.48,28.9,30.25,28.99,1.2600000000000016,4.3463,494676.74,1481023.876
600585.SH,20221208,28.7,29.18,28.7,28.99,28.8,0.18999999999999773,0.6597,153397.51,444013.476
600585.SH,20221207,29.12,29.23,28.61,28.8,29.11,-0.3099999999999987,-1.0649,193114.71,556388.605
600585.SH,20221206,29.59,29.75,29.08,29.11,29.8,-0.6900000000000013,-2.3154,222278.3,652386.708
600585.SH,20221205,28.38,29.89,28.38,29.8,28.18,1.620000000000001,5.7488,412089.35,1210416.825
600585.SH,20221202,28.54,28.6,28.1,28.18,28.6,-0.4200000000000017,-1.4685,165525.31,466957.073
600585.SH,20221201,28.99,29.25,28.53,28.6,28.59,0.010000000000001563,0.035,194059.68,559629.277
600585.SH,20221130,28.99,29.43,28.56,28.59,29.0,-0.41000000000000014,-1.4138,288488.15,833052.117
600585.SH,20221129,27.99,29.18,27.88,29.0,27.45,1.5500000000000007,5.6466,393382.14,1126125.646
600585.SH,20221128,27.7,27.7,27.11,27.45,28.22,-0.7699999999999996,-2.7286,177583.27,485546.206
600585.SH,20221125,27.72,28.3,27.72,28.22,27.71,0.509999999999998,1.8405,202930.34,570568.495
600585.SH,20221124,27.8,28.24,27.6,27.71,27.59,0.120000000000001,0.4349,179523.57,500360.177
