ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
836807.BJ,20230317,5.72,5.76,5.7,5.72,5.72,0.0,0.0,1254.4,717.774
836807.BJ,20230316,5.75,5.76,5.7,5.72,5.76,-0.040000000000000036,-0.6944,1128.72,645.383
836807.BJ,20230315,5.73,5.78,5.73,5.76,5.76,0.0,0.0,1055.51,606.874
836807.BJ,20230314,5.73,5.78,5.7,5.76,5.74,0.019999999999999574,0.3484,1881.68,1078.661
836807.BJ,20230313,5.77,5.79,5.71,5.74,5.82,-0.08000000000000007,-1.3746,1601.05,919.477
836807.BJ,20230310,5.81,5.82,5.77,5.82,5.83,-0.009999999999999787,-0.1715,2291.43,1328.013
836807.BJ,20230309,5.82,5.86,5.8,5.83,5.83,0.0,0.0,2007.24,1168.714
836807.BJ,20230308,5.82,5.87,5.82,5.83,5.83,0.0,0.0,971.56,567.279
836807.BJ,20230307,5.91,5.91,5.82,5.83,5.9,-0.07000000000000028,-1.1864,1548.75,908.502
836807.BJ,20230306,5.88,5.92,5.86,5.9,5.88,0.020000000000000462,0.3401,1160.51,684.183
836807.BJ,20230303,5.88,5.89,5.86,5.88,5.89,-0.009999999999999787,-0.1698,1617.98,949.447
836807.BJ,20230302,5.93,5.93,5.87,5.89,5.93,-0.040000000000000036,-0.6745,2372.84,1397.04
836807.BJ,20230301,5.9,5.93,5.88,5.93,5.9,0.02999999999999936,0.5085,1376.13,812.385
836807.BJ,20230228,5.84,5.95,5.84,5.9,5.9,0.0,0.0,819.36,483.097
836807.BJ,20230227,5.9,5.95,5.88,5.9,5.94,-0.040000000000000036,-0.6734,1680.73,994.024
836807.BJ,20230224,6.03,6.03,5.92,5.94,6.02,-0.07999999999999918,-1.3289,4373.94,2609.603
836807.BJ,20230223,6.07,6.07,6.01,6.02,6.03,-0.010000000000000675,-0.1658,1015.89,611.699
836807.BJ,20230222,6.07,6.07,6.01,6.03,6.04,-0.009999999999999787,-0.1656,1050.14,633.609
836807.BJ,20230221,6.09,6.1,6.01,6.04,6.07,-0.03000000000000025,-0.4942,2783.67,1683.107
836807.BJ,20230220,6.07,6.08,6.02,6.07,6.06,0.010000000000000675,0.165,1843.8,1115.554
836807.BJ,20230217,6.05,6.1,6.05,6.06,6.07,-0.010000000000000675,-0.1647,1878.64,1138.748
836807.BJ,20230216,6.07,6.14,6.04,6.07,6.07,0.0,0.0,3840.02,2335.882
836807.BJ,20230215,6.1,6.11,6.06,6.07,6.11,-0.040000000000000036,-0.6547,3581.5,2177.889
836807.BJ,20230214,6.13,6.16,6.09,6.11,6.14,-0.02999999999999936,-0.4886,2602.23,1589.221
836807.BJ,20230213,6.23,6.23,6.12,6.14,6.13,0.009999999999999787,0.1631,2606.43,1601.012
836807.BJ,20230210,6.11,6.15,6.1,6.13,6.14,-0.009999999999999787,-0.1629,1753.69,1071.912
836807.BJ,20230209,6.12,6.16,6.07,6.14,6.15,-0.010000000000000675,-0.1626,5091.3,3106.389
836807.BJ,20230208,6.14,6.15,6.11,6.15,6.14,0.010000000000000675,0.1629,2030.39,1245.897
836807.BJ,20230207,6.11,6.23,6.07,6.14,6.1,0.040000000000000036,0.6557,3968.26,2435.327
836807.BJ,20230206,6.23,6.24,6.09,6.1,6.22,-0.1200000000000001,-1.9293,4925.6,3035.605
836807.BJ,20230203,6.26,6.26,6.1,6.22,6.18,0.040000000000000036,0.6472,4302.55,2647.854
836807.BJ,20230202,6.32,6.38,6.16,6.18,6.31,-0.1299999999999999,-2.0602,9770.33,6096.637
836807.BJ,20230201,6.4,6.44,6.22,6.31,6.28,0.02999999999999936,0.4777,16762.07,10613.564
836807.BJ,20230131,5.83,6.29,5.83,6.28,5.86,0.41999999999999993,7.1672,23626.05,14474.0
