ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
831278.BJ,20230317,3.32,3.33,3.24,3.31,3.29,0.020000000000000018,0.6079,1516.23,498.805
831278.BJ,20230316,3.38,3.38,3.27,3.29,3.39,-0.10000000000000009,-2.9499,2668.59,884.891
831278.BJ,20230315,3.4,3.4,3.34,3.39,3.39,0.0,0.0,1204.19,405.159
831278.BJ,20230314,3.4,3.43,3.32,3.39,3.4,-0.009999999999999787,-0.2941,846.0,285.153
831278.BJ,20230313,3.38,3.44,3.37,3.4,3.42,-0.020000000000000018,-0.5848,2108.73,714.403
831278.BJ,20230310,3.39,3.43,3.38,3.42,3.43,-0.010000000000000231,-0.2915,865.01,295.545
831278.BJ,20230309,3.43,3.44,3.4,3.43,3.42,0.010000000000000231,0.2924,1011.06,345.513
831278.BJ,20230308,3.37,3.42,3.37,3.42,3.41,0.009999999999999787,0.2933,910.0,308.857
831278.BJ,20230307,3.45,3.45,3.36,3.41,3.45,-0.040000000000000036,-1.1594,2568.13,874.246
831278.BJ,20230306,3.41,3.54,3.41,3.45,3.42,0.03000000000000025,0.8772,1407.0,485.281
831278.BJ,20230303,3.43,3.43,3.38,3.42,3.42,0.0,0.0,2645.31,899.8
831278.BJ,20230302,3.41,3.43,3.39,3.42,3.42,0.0,0.0,1289.31,441.041
831278.BJ,20230301,3.4,3.42,3.36,3.42,3.4,0.020000000000000018,0.5882,2290.93,780.177
831278.BJ,20230228,3.43,3.43,3.38,3.4,3.39,0.009999999999999787,0.295,509.0,172.375
831278.BJ,20230227,3.38,3.41,3.36,3.39,3.39,0.0,0.0,2199.27,742.079
831278.BJ,20230224,3.4,3.42,3.36,3.39,3.41,-0.020000000000000018,-0.5865,873.02,294.715
831278.BJ,20230223,3.39,3.42,3.38,3.41,3.43,-0.020000000000000018,-0.5831,1812.66,614.454
831278.BJ,20230222,3.41,3.43,3.4,3.43,3.43,0.0,0.0,754.85,256.923
831278.BJ,20230221,3.45,3.45,3.38,3.43,3.44,-0.009999999999999787,-0.2907,1309.74,446.507
831278.BJ,20230220,3.47,3.47,3.41,3.44,3.43,0.009999999999999787,0.2915,1145.76,392.356
831278.BJ,20230217,3.46,3.46,3.42,3.43,3.46,-0.029999999999999805,-0.8671,635.6,217.84
831278.BJ,20230216,3.46,3.47,3.4,3.46,3.47,-0.010000000000000231,-0.2882,1734.18,598.294
831278.BJ,20230215,3.47,3.47,3.43,3.47,3.47,0.0,0.0,894.67,308.395
831278.BJ,20230214,3.47,3.48,3.44,3.47,3.47,0.0,0.0,1182.94,408.88
831278.BJ,20230213,3.4,3.48,3.4,3.47,3.43,0.040000000000000036,1.1662,2360.34,816.279
831278.BJ,20230210,3.42,3.44,3.4,3.43,3.43,0.0,0.0,1159.99,396.917
831278.BJ,20230209,3.4,3.43,3.36,3.43,3.41,0.020000000000000018,0.5865,2256.82,769.664
831278.BJ,20230208,3.41,3.43,3.4,3.41,3.42,-0.009999999999999787,-0.2924,1071.13,365.009
831278.BJ,20230207,3.42,3.43,3.37,3.42,3.43,-0.010000000000000231,-0.2915,1916.51,651.985
831278.BJ,20230206,3.48,3.48,3.38,3.43,3.46,-0.029999999999999805,-0.8671,2403.09,823.556
831278.BJ,20230203,3.48,3.48,3.42,3.46,3.46,0.0,0.0,2187.93,754.573
831278.BJ,20230202,3.59,3.59,3.43,3.46,3.58,-0.1200000000000001,-3.352,8086.66,2799.301
831278.BJ,20230201,3.46,3.64,3.46,3.58,3.48,0.10000000000000009,2.8736,16295.05,5794.051
831278.BJ,20230131,3.3,3.5,3.28,3.48,3.29,0.18999999999999995,5.7751,11061.24,3776.482
831278.BJ,20230130,3.35,3.35,3.25,3.29,3.25,0.040000000000000036,1.2308,2570.36,840.446
831278.BJ,20230120,3.21,3.25,3.2,3.25,3.21,0.040000000000000036,1.2461,2567.65,828.751
831278.BJ,20230119,3.18,3.21,3.17,3.21,3.2,0.009999999999999787,0.3125,1124.89,359.789
831278.BJ,20230118,3.17,3.21,3.17,3.2,3.18,0.020000000000000018,0.6289,1338.84,427.455
831278.BJ,20230117,3.19,3.2,3.17,3.18,3.19,-0.009999999999999787,-0.3135,783.89,249.476
831278.BJ,20230116,3.15,3.19,3.15,3.19,3.17,0.020000000000000018,0.6309,2792.33,886.81
831278.BJ,20230113,3.17,3.18,3.15,3.17,3.17,0.0,0.0,1248.45,395.564
831278.BJ,20230112,3.14,3.17,3.13,3.17,3.17,0.0,0.0,917.0,287.72
831278.BJ,20230111,3.17,3.17,3.15,3.17,3.17,0.0,0.0,295.43,93.462
831278.BJ,20230110,3.18,3.18,3.13,3.17,3.17,0.0,0.0,1149.83,361.94
831278.BJ,20230109,3.17,3.18,3.14,3.17,3.17,0.0,0.0,1827.11,576.541
831278.BJ,20230106,3.17,3.17,3.15,3.17,3.16,0.009999999999999787,0.3165,1246.96,394.166
831278.BJ,20230105,3.16,3.17,3.14,3.16,3.16,0.0,0.0,1567.32,494.665
831278.BJ,20230104,3.15,3.16,3.13,3.16,3.15,0.010000000000000231,0.3175,1713.65,539.882
831278.BJ,20230103,3.16,3.17,3.12,3.15,3.17,-0.020000000000000018,-0.6309,3733.38,1170.842
831278.BJ,20221230,3.22,3.22,3.16,3.17,3.16,0.009999999999999787,0.3165,403.0,127.673
831278.BJ,20221229,3.25,3.26,3.15,3.16,3.25,-0.08999999999999986,-2.7692,1940.03,618.909
831278.BJ,20221228,3.3,3.3,3.24,3.25,3.26,-0.009999999999999787,-0.3067,334.22,108.725
831278.BJ,20221227,3.22,3.37,3.22,3.26,3.23,0.029999999999999805,0.9288,848.0,275.726
831278.BJ,20221226,3.21,3.3,3.21,3.23,3.23,0.0,0.0,1003.0,323.444
831278.BJ,20221223,3.28,3.31,3.21,3.23,3.31,-0.08000000000000007,-2.4169,1564.85,506.959
831278.BJ,20221222,3.3,3.37,3.29,3.31,3.36,-0.04999999999999982,-1.4881,1707.98,564.994
831278.BJ,20221221,3.43,3.43,3.29,3.36,3.41,-0.050000000000000266,-1.4663,2131.35,713.672
831278.BJ,20221220,3.43,3.43,3.38,3.41,3.42,-0.009999999999999787,-0.2924,664.65,225.865
831278.BJ,20221219,3.47,3.49,3.41,3.42,3.47,-0.050000000000000266,-1.4409,1757.81,603.02
831278.BJ,20221216,3.45,3.49,3.44,3.47,3.48,-0.009999999999999787,-0.2874,1006.1,347.29
831278.BJ,20221215,3.45,3.49,3.44,3.48,3.5,-0.020000000000000018,-0.5714,621.8,215.144
831278.BJ,20221214,3.51,3.51,3.44,3.5,3.49,0.009999999999999787,0.2865,2273.15,786.682
831278.BJ,20221213,3.51,3.52,3.47,3.49,3.51,-0.019999999999999574,-0.5698,856.55,298.711
831278.BJ,20221212,3.49,3.53,3.49,3.51,3.51,0.0,0.0,1055.45,369.37
831278.BJ,20221209,3.48,3.53,3.48,3.51,3.52,-0.010000000000000231,-0.2841,4140.31,1446.717
831278.BJ,20221208,3.54,3.54,3.51,3.52,3.54,-0.020000000000000018,-0.565,1535.19,539.952
831278.BJ,20221207,3.52,3.55,3.52,3.54,3.55,-0.009999999999999787,-0.2817,1665.5,588.388
831278.BJ,20221206,3.52,3.56,3.52,3.55,3.56,-0.010000000000000231,-0.2809,1064.79,377.118
831278.BJ,20221205,3.59,3.59,3.53,3.56,3.56,0.0,0.0,2021.78,717.101
831278.BJ,20221202,3.57,3.59,3.55,3.56,3.56,0.0,0.0,1928.91,687.186
831278.BJ,20221201,3.55,3.57,3.54,3.56,3.56,0.0,0.0,2151.48,765.376
831278.BJ,20221130,3.54,3.56,3.54,3.56,3.54,0.020000000000000018,0.565,1903.9,675.583
831278.BJ,20221129,3.52,3.56,3.5,3.54,3.54,0.0,0.0,2480.85,878.987
831278.BJ,20221128,3.53,3.55,3.51,3.54,3.56,-0.020000000000000018,-0.5618,923.57,325.555
831278.BJ,20221125,3.53,3.56,3.51,3.56,3.57,-0.009999999999999787,-0.2801,3036.71,1074.705
831278.BJ,20221124,3.56,3.59,3.53,3.57,3.56,0.009999999999999787,0.2809,1978.34,701.706
831278.BJ,20221123,3.59,3.59,3.54,3.56,3.58,-0.020000000000000018,-0.5587,1307.94,464.861
831278.BJ,20221122,3.6,3.63,3.54,3.58,3.6,-0.020000000000000018,-0.5556,2773.75,989.599
831278.BJ,20221121,3.58,3.61,3.57,3.6,3.55,0.050000000000000266,1.4085,7722.47,2773.297
831278.BJ,20221118,3.57,3.57,3.54,3.55,3.57,-0.020000000000000018,-0.5602,2657.69,944.012
831278.BJ,20221117,3.57,3.58,3.54,3.57,3.58,-0.010000000000000231,-0.2793,3294.79,1171.957
831278.BJ,20221116,3.61,3.61,3.55,3.58,3.59,-0.009999999999999787,-0.2786,3295.53,1176.719
831278.BJ,20221115,3.57,3.6,3.56,3.59,3.59,0.0,0.0,5437.32,1946.715
831278.BJ,20221114,3.6,3.6,3.56,3.59,3.6,-0.010000000000000231,-0.2778,2636.01,943.897
831278.BJ,20221111,3.6,3.62,3.57,3.6,3.58,0.020000000000000018,0.5587,4713.84,1690.408
831278.BJ,20221110,3.57,3.59,3.54,3.58,3.58,0.0,0.0,1747.8,625.113
831278.BJ,20221109,3.57,3.61,3.55,3.58,3.61,-0.029999999999999805,-0.831,2132.71,762.759
831278.BJ,20221108,3.62,3.64,3.58,3.61,3.62,-0.010000000000000231,-0.2762,2794.88,1007.326
831278.BJ,20221107,3.55,3.62,3.55,3.62,3.58,0.040000000000000036,1.1173,4639.23,1668.579
831278.BJ,20221104,3.56,3.59,3.53,3.58,3.55,0.03000000000000025,0.8451,6142.23,2193.092
831278.BJ,20221103,3.54,3.55,3.5,3.55,3.54,0.009999999999999787,0.2825,1509.14,532.003
831278.BJ,20221102,3.52,3.54,3.49,3.54,3.5,0.040000000000000036,1.1429,2885.64,1016.932
831278.BJ,20221101,3.44,3.51,3.44,3.5,3.48,0.020000000000000018,0.5747,1721.06,601.834
831278.BJ,20221031,3.5,3.54,3.47,3.48,3.53,-0.04999999999999982,-1.4164,2999.53,1047.171
831278.BJ,20221028,3.65,3.65,3.47,3.53,3.64,-0.11000000000000032,-3.022,6036.49,2138.781
831278.BJ,20221027,3.66,3.68,3.6,3.64,3.68,-0.040000000000000036,-1.087,6941.25,2522.77
831278.BJ,20221026,3.68,3.68,3.65,3.68,3.65,0.03000000000000025,0.8219,1985.66,727.663
