ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
832662.BJ,20230317,6.97,6.98,6.92,6.95,6.93,0.020000000000000462,0.2886,1107.84,769.261
832662.BJ,20230316,7.05,7.08,6.92,6.93,7.1,-0.16999999999999993,-2.3944,3006.67,2101.446
832662.BJ,20230315,7.04,7.15,7.04,7.1,7.1,0.0,0.0,2535.77,1804.154
832662.BJ,20230314,7.27,7.27,7.03,7.1,7.22,-0.1200000000000001,-1.662,2595.59,1847.587
832662.BJ,20230313,7.19,7.27,7.19,7.22,7.23,-0.010000000000000675,-0.1383,632.57,456.688
832662.BJ,20230310,7.27,7.35,7.2,7.23,7.28,-0.04999999999999982,-0.6868,2912.22,2112.144
832662.BJ,20230309,7.33,7.33,7.27,7.28,7.29,-0.009999999999999787,-0.1372,568.86,414.983
832662.BJ,20230308,7.36,7.38,7.26,7.29,7.34,-0.04999999999999982,-0.6812,1783.75,1304.251
832662.BJ,20230307,7.62,7.64,7.33,7.34,7.57,-0.23000000000000043,-3.0383,3591.26,2669.044
832662.BJ,20230306,7.76,7.76,7.53,7.57,7.72,-0.14999999999999947,-1.943,3232.27,2456.712
832662.BJ,20230303,7.89,7.9,7.7,7.72,7.88,-0.16000000000000014,-2.0305,3257.22,2532.917
832662.BJ,20230302,8.01,8.01,7.81,7.88,7.99,-0.11000000000000032,-1.3767,4036.96,3173.389
832662.BJ,20230301,8.02,8.02,7.9,7.99,8.04,-0.049999999999998934,-0.6219,2031.28,1616.889
832662.BJ,20230228,8.02,8.08,8.01,8.04,8.0,0.03999999999999915,0.5,875.3,703.444
832662.BJ,20230227,8.01,8.1,7.99,8.0,8.07,-0.07000000000000028,-0.8674,1897.92,1527.882
832662.BJ,20230224,7.95,8.15,7.95,8.07,7.91,0.16000000000000014,2.0228,3692.79,2987.81
832662.BJ,20230223,8.01,8.09,7.9,7.91,8.06,-0.15000000000000036,-1.861,3843.27,3065.497
832662.BJ,20230222,8.11,8.17,8.0,8.06,8.1,-0.03999999999999915,-0.4938,2586.43,2090.814
832662.BJ,20230221,8.27,8.27,8.1,8.1,8.23,-0.13000000000000078,-1.5796,5224.21,4250.364
832662.BJ,20230220,8.12,8.32,8.0,8.23,8.12,0.11000000000000121,1.3547,5205.75,4258.123
832662.BJ,20230217,8.18,8.32,8.12,8.12,8.19,-0.07000000000000028,-0.8547,6276.8,5138.578
832662.BJ,20230216,8.4,8.57,8.14,8.19,8.09,0.09999999999999964,1.2361,18952.75,15894.761
832662.BJ,20230215,8.18,8.21,8.01,8.09,8.17,-0.08000000000000007,-0.9792,6149.94,4984.505
832662.BJ,20230214,8.25,8.3,8.12,8.17,8.3,-0.13000000000000078,-1.5663,3257.11,2664.238
832662.BJ,20230213,8.16,8.35,8.08,8.3,8.15,0.15000000000000036,1.8405,6691.86,5479.686
832662.BJ,20230210,8.21,8.22,8.01,8.15,8.18,-0.02999999999999936,-0.3667,4365.61,3545.309
832662.BJ,20230209,7.79,8.23,7.79,8.18,7.85,0.33000000000000007,4.2038,10943.46,8831.873
832662.BJ,20230208,7.85,7.97,7.74,7.85,7.9,-0.05000000000000071,-0.6329,6727.93,5248.638
832662.BJ,20230207,7.82,7.99,7.81,7.9,7.84,0.0600000000000005,0.7653,5918.68,4681.234
832662.BJ,20230206,8.18,8.18,7.82,7.84,8.15,-0.3100000000000005,-3.8037,8123.71,6426.811
832662.BJ,20230203,8.22,8.27,8.05,8.15,8.24,-0.08999999999999986,-1.0922,6709.03,5472.691
832662.BJ,20230202,8.59,8.67,8.2,8.24,8.73,-0.4900000000000002,-5.6128,18111.64,15221.431
832662.BJ,20230201,9.08,9.08,8.5,8.73,9.0,-0.2699999999999996,-3.0,26898.48,23459.892
832662.BJ,20230131,8.09,9.29,8.0,9.0,8.04,0.9600000000000009,11.9403,39213.74,33884.246
832662.BJ,20230130,7.92,8.1,7.85,8.04,7.83,0.20999999999999908,2.682,8921.36,7127.507
832662.BJ,20230120,7.55,7.83,7.52,7.83,7.61,0.21999999999999975,2.8909,7379.78,5657.466
832662.BJ,20230119,7.62,7.87,7.6,7.61,7.66,-0.04999999999999982,-0.6527,7842.13,6024.094
832662.BJ,20230118,7.64,7.7,7.48,7.66,7.66,0.0,0.0,6670.15,5065.745
832662.BJ,20230117,7.94,8.01,7.64,7.66,7.84,-0.17999999999999972,-2.2959,10213.2,7992.266
832662.BJ,20230116,7.42,7.86,7.42,7.84,7.39,0.4500000000000002,6.0893,16602.93,12834.85
