ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300975.SZ,20230316,7.05,7.07,6.86,6.86,7.03,-0.16999999999999993,-2.4182,37552.0,26046.694
300975.SZ,20230315,6.99,7.14,6.95,7.03,6.96,0.07000000000000028,1.0057,46926.5,33167.097
300975.SZ,20230314,7.04,7.04,6.79,6.96,7.04,-0.08000000000000007,-1.1364,52591.0,36236.586
300975.SZ,20230313,7.18,7.18,6.91,7.04,7.12,-0.08000000000000007,-1.1236,50420.0,35278.27
300975.SZ,20230310,7.1,7.22,7.07,7.12,7.14,-0.019999999999999574,-0.2801,54196.5,38627.903
300975.SZ,20230309,6.94,7.18,6.94,7.14,6.94,0.1999999999999993,2.8818,80068.94,56879.86
300975.SZ,20230308,6.79,6.95,6.78,6.94,6.8,0.14000000000000057,2.0588,33064.0,22804.767
300975.SZ,20230307,7.04,7.04,6.78,6.8,7.03,-0.23000000000000043,-3.2717,53398.44,36704.549
300975.SZ,20230306,7.06,7.1,6.98,7.03,7.08,-0.04999999999999982,-0.7062,30602.33,21490.148
300975.SZ,20230303,7.17,7.17,6.96,7.08,7.1,-0.019999999999999574,-0.2817,35162.5,24786.437
300975.SZ,20230302,7.15,7.21,7.07,7.1,7.15,-0.05000000000000071,-0.6993,33894.33,24178.096
300975.SZ,20230301,7.0,7.24,6.96,7.15,6.98,0.16999999999999993,2.4355,57483.95,40842.573
300975.SZ,20230228,6.93,7.03,6.88,6.98,6.89,0.09000000000000075,1.3062,30743.65,21405.924
300975.SZ,20230227,7.0,7.01,6.84,6.89,7.03,-0.14000000000000057,-1.9915,34751.85,24008.815
300975.SZ,20230224,7.01,7.08,6.98,7.03,6.99,0.040000000000000036,0.5722,41456.38,29145.247
300975.SZ,20230223,7.04,7.08,6.94,6.99,7.05,-0.05999999999999961,-0.8511,29415.5,20582.049
300975.SZ,20230222,6.99,7.05,6.95,7.05,7.0,0.04999999999999982,0.7143,28039.49,19651.544
300975.SZ,20230221,6.98,7.06,6.94,7.0,6.97,0.03000000000000025,0.4304,36366.6,25474.371
300975.SZ,20230220,6.95,6.99,6.84,6.97,6.93,0.040000000000000036,0.5772,43157.57,29855.044
300975.SZ,20230217,7.03,7.05,6.91,6.93,6.96,-0.03000000000000025,-0.431,48370.01,33698.351
300975.SZ,20230216,7.26,7.29,6.91,6.96,7.26,-0.2999999999999998,-4.1322,73554.55,52175.549
300975.SZ,20230215,7.12,7.27,7.11,7.26,7.11,0.14999999999999947,2.1097,68206.97,49160.611
300975.SZ,20230214,7.17,7.19,7.08,7.11,7.13,-0.019999999999999574,-0.2805,42510.11,30299.585
300975.SZ,20230213,7.2,7.2,7.1,7.13,7.2,-0.07000000000000028,-0.9722,66088.5,47148.373
300975.SZ,20230210,7.23,7.3,7.15,7.2,7.2,0.0,0.0,67179.91,48527.366
300975.SZ,20230209,6.98,7.22,6.95,7.2,7.01,0.1900000000000004,2.7104,92068.11,65689.218
300975.SZ,20230208,7.15,7.18,7.01,7.01,7.16,-0.15000000000000036,-2.095,65851.85,46540.823
300975.SZ,20230207,7.06,7.16,6.98,7.16,7.11,0.04999999999999982,0.7032,78583.62,55685.181
300975.SZ,20230206,6.94,7.2,6.91,7.11,6.97,0.14000000000000057,2.0086,115467.39,81562.791
300975.SZ,20230203,6.93,7.02,6.84,6.97,6.95,0.019999999999999574,0.2878,66248.25,45835.214
300975.SZ,20230202,6.94,7.04,6.85,6.95,6.87,0.08000000000000007,1.1645,96314.07,66867.314
300975.SZ,20230201,6.76,6.88,6.71,6.87,6.72,0.15000000000000036,2.2321,58714.52,39995.136
300975.SZ,20230131,6.75,6.8,6.67,6.72,6.77,-0.04999999999999982,-0.7386,53887.5,36109.564
300975.SZ,20230130,6.65,6.92,6.6,6.77,6.57,0.1999999999999993,3.0441,87831.63,59336.497
300975.SZ,20230120,6.5,6.58,6.49,6.57,6.5,0.07000000000000028,1.0769,28900.5,18899.058
300975.SZ,20230119,6.44,6.53,6.39,6.5,6.42,0.08000000000000007,1.2461,24905.5,16111.599
300975.SZ,20230118,6.44,6.45,6.39,6.42,6.41,0.009999999999999787,0.156,18382.37,11815.048
300975.SZ,20230117,6.37,6.44,6.37,6.41,6.4,0.009999999999999787,0.1562,26966.0,17285.284
300975.SZ,20230116,6.3,6.41,6.29,6.4,6.28,0.1200000000000001,1.9108,39778.47,25365.253
300975.SZ,20230113,6.28,6.37,6.22,6.28,6.29,-0.009999999999999787,-0.159,29581.59,18595.925
300975.SZ,20230112,6.38,6.38,6.24,6.29,6.27,0.020000000000000462,0.319,24237.87,15254.631
300975.SZ,20230111,6.38,6.43,6.26,6.27,6.39,-0.1200000000000001,-1.8779,24447.87,15518.535
300975.SZ,20230110,6.46,6.46,6.37,6.39,6.41,-0.020000000000000462,-0.312,23353.37,14957.289
300975.SZ,20230109,6.33,6.45,6.33,6.41,6.35,0.0600000000000005,0.9449,31283.21,20035.081
300975.SZ,20230106,6.36,6.42,6.33,6.35,6.37,-0.020000000000000462,-0.314,24128.11,15390.611
300975.SZ,20230105,6.35,6.39,6.31,6.37,6.36,0.009999999999999787,0.1572,27053.5,17184.044
300975.SZ,20230104,6.34,6.4,6.29,6.36,6.34,0.020000000000000462,0.3155,30478.38,19364.401
300975.SZ,20230103,6.15,6.36,6.1,6.34,6.16,0.17999999999999972,2.9221,33457.88,21014.387
300975.SZ,20221230,6.12,6.21,6.08,6.16,6.07,0.08999999999999986,1.4827,26623.11,16377.858
300975.SZ,20221229,6.16,6.18,6.05,6.07,6.14,-0.0699999999999994,-1.1401,20657.53,12632.564
300975.SZ,20221228,6.19,6.2,6.09,6.14,6.21,-0.07000000000000028,-1.1272,22019.0,13518.475
300975.SZ,20221227,6.25,6.25,6.15,6.21,6.21,0.0,0.0,21700.38,13446.502
300975.SZ,20221226,6.11,6.24,6.11,6.21,6.12,0.08999999999999986,1.4706,19045.54,11792.887
300975.SZ,20221223,6.17,6.22,6.07,6.12,6.17,-0.04999999999999982,-0.8104,38341.54,23522.844
300975.SZ,20221222,6.34,6.38,6.14,6.17,6.31,-0.13999999999999968,-2.2187,33329.13,20798.597
300975.SZ,20221221,6.45,6.45,6.29,6.31,6.43,-0.1200000000000001,-1.8663,20901.04,13274.774
300975.SZ,20221220,6.39,6.51,6.36,6.43,6.37,0.05999999999999961,0.9419,20175.63,12970.84
300975.SZ,20221219,6.58,6.62,6.33,6.37,6.59,-0.21999999999999975,-3.3384,31371.5,20221.287
300975.SZ,20221216,6.77,6.81,6.58,6.59,6.81,-0.21999999999999975,-3.2305,39158.0,26102.113
300975.SZ,20221215,6.65,6.93,6.65,6.81,6.68,0.1299999999999999,1.9461,45440.47,30988.367
300975.SZ,20221214,6.72,6.85,6.66,6.68,6.66,0.019999999999999574,0.3003,41883.51,28335.979
300975.SZ,20221213,6.73,6.77,6.65,6.66,6.75,-0.08999999999999986,-1.3333,31886.88,21398.354
300975.SZ,20221212,6.8,6.85,6.73,6.75,6.82,-0.07000000000000028,-1.0264,37928.73,25735.244
300975.SZ,20221209,7.04,7.06,6.81,6.82,7.04,-0.21999999999999975,-3.125,82212.09,56546.033
300975.SZ,20221208,6.83,7.04,6.78,7.04,6.87,0.16999999999999993,2.4745,91109.19,63400.505
300975.SZ,20221207,6.86,6.89,6.79,6.87,6.95,-0.08000000000000007,-1.1511,41052.31,28115.35
300975.SZ,20221206,6.9,6.97,6.87,6.95,6.9,0.04999999999999982,0.7246,46709.22,32335.228
300975.SZ,20221205,6.88,6.92,6.84,6.9,6.88,0.020000000000000462,0.2907,35703.66,24549.003
300975.SZ,20221202,6.85,6.89,6.82,6.88,6.84,0.040000000000000036,0.5848,34460.71,23632.411
300975.SZ,20221201,6.79,6.92,6.79,6.84,6.75,0.08999999999999986,1.3333,38839.9,26581.71
300975.SZ,20221130,6.77,6.8,6.73,6.75,6.77,-0.019999999999999574,-0.2954,25771.49,17422.555
300975.SZ,20221129,6.65,6.78,6.63,6.77,6.63,0.13999999999999968,2.1116,37150.96,24981.97
300975.SZ,20221128,6.7,6.71,6.6,6.63,6.79,-0.16000000000000014,-2.3564,36652.41,24324.645
300975.SZ,20221125,6.79,6.88,6.74,6.79,6.79,0.0,0.0,31014.17,21070.849
300975.SZ,20221124,6.84,6.87,6.73,6.79,6.81,-0.019999999999999574,-0.2937,30743.36,20872.365
300975.SZ,20221123,6.92,6.92,6.62,6.81,6.91,-0.10000000000000053,-1.4472,57326.5,38812.81
300975.SZ,20221122,7.02,7.06,6.88,6.91,7.01,-0.09999999999999964,-1.4265,56074.09,39148.809
300975.SZ,20221121,7.0,7.04,6.94,7.01,7.05,-0.040000000000000036,-0.5674,51245.13,35758.699
300975.SZ,20221118,7.2,7.24,7.04,7.05,7.22,-0.16999999999999993,-2.3546,85329.95,60851.187
300975.SZ,20221117,7.21,7.24,7.09,7.22,7.43,-0.20999999999999996,-2.8264,116273.25,83125.995
300975.SZ,20221116,7.46,7.47,7.31,7.43,7.53,-0.10000000000000053,-1.328,179563.0,132520.696
300975.SZ,20221115,7.07,7.54,7.0,7.53,6.95,0.5800000000000001,8.3453,227887.58,165471.856
300975.SZ,20221114,6.94,6.97,6.86,6.95,6.87,0.08000000000000007,1.1645,48307.84,33462.022
300975.SZ,20221111,6.97,7.03,6.83,6.87,6.87,0.0,0.0,40680.11,28198.534
300975.SZ,20221110,6.91,6.92,6.82,6.87,6.94,-0.07000000000000028,-1.0086,31616.82,21725.098
300975.SZ,20221109,6.92,6.96,6.86,6.94,6.89,0.05000000000000071,0.7257,30638.44,21164.933
300975.SZ,20221108,6.94,6.94,6.81,6.89,6.94,-0.05000000000000071,-0.7205,31810.11,21819.928
300975.SZ,20221107,6.93,6.97,6.86,6.94,6.89,0.05000000000000071,0.7257,35702.21,24726.876
